donation_id,sender_name_raw,sender_email_raw,amount,payment_method,platform,message_raw,label_multiclass,text_for_model
sample_spam_non_judol_0955,TokoAyu,user0955@example.com,22500,Transfer,Trakteer,haha follow ig gw ya bestie lah https://contoh-toko31.id,spam_non_judol,TokoAyu haha follow ig gw ya bestie lah https://contoh-toko31.id tokoayu haha follow ig gw ya bestie lah https://contohtoko31.id
sample_spam_non_judol_0956,KatalogHemat,user0956@example.com,25000,QRIS,Saweria,Ｄｉｓｋｏｎ ｐｒｏｄｕｋ ｈａｒｉ ｉｎｉ ｇａｒａｎｓｉ ｔｏｋｏ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ３．ｉｄ,spam_non_judol,KatalogHemat Ｄｉｓｋｏｎ ｐｒｏｄｕｋ ｈａｒｉ ｉｎｉ ｇａｒａｎｓｉ ｔｏｋｏ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ３．ｉｄ kataloghemat diskon produk hari ini garansi toko https://contohtoko3.id
sample_spam_non_judol_0957,TokoAyu,user0957@example.com,27500,E-Wallet,DemoPay,ｗｋｗｋ ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｎｇａｂ ｈａｈａ,spam_non_judol,TokoAyu ｗｋｗｋ ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｎｇａｂ ｈａｈａ tokoayu wkwk follow ig gw ya bestie ngab haha
sample_spam_non_judol_0958,KatalogHemat,user0958@example.com,30000,Virtual Account,Kondomatur,Paket belajar bahasa bwt yang minat saja https://contoh-toko20.id,spam_non_judol,KatalogHemat Paket belajar bahasa bwt yang minat saja https://contoh-toko20.id kataloghemat paket belajar bahasa bwt yang minat saja https://contohtoko20.id
sample_spam_non_judol_0959,TokoAyu,user0959@example.com,32500,Transfer,Trakteer,xixi follow ig gw ya bestie bestie https://contoh-toko29.id,spam_non_judol,TokoAyu xixi follow ig gw ya bestie bestie https://contoh-toko29.id tokoayu xixi follow ig gw ya bestie bestie https://contohtoko29.id
sample_spam_non_judol_0960,KatalogHemat,user0960@example.com,35000,QRIS,Saweria,Diskon produk hari ini link ada di bio https://contoh-toko0.id,spam_non_judol,KatalogHemat Diskon produk hari ini link ada di bio https://contoh-toko0.id kataloghemat diskon produk hari ini link ada di bio https://contohtoko0.id
sample_spam_non_judol_0961,TokoAyu,user0961@example.com,37500,E-Wallet,DemoPay,ｊｕａｌ ｖｏｕｃｈｅｒ ｇａｍｅ ｌｅｇａｌ ｎｏ ｔｉｐｕ－ｔｉｐｕ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ９．ｉｄ,spam_non_judol,TokoAyu ｊｕａｌ ｖｏｕｃｈｅｒ ｇａｍｅ ｌｅｇａｌ ｎｏ ｔｉｐｕ－ｔｉｐｕ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ９．ｉｄ tokoayu jual voucher game legal no tiputipu https://contohtoko9.id
sample_spam_non_judol_0962,TokoAyu,user0962@example.com,40000,Virtual Account,Kondomatur,wkwkwk follow ig gw ya bestie ya https://contoh-toko27.id,spam_non_judol,TokoAyu wkwkwk follow ig gw ya bestie ya https://contoh-toko27.id tokoayu wkwkwk follow ig gw ya bestie ya https://contohtoko27.id
sample_spam_non_judol_0963,TokoAyu,user0963@example.com,42500,Transfer,Trakteer,hehe follow ig gw ya bestie nih https://contoh-toko25.id,spam_non_judol,TokoAyu hehe follow ig gw ya bestie nih https://contoh-toko25.id tokoayu hehe follow ig gw ya bestie nih https://contohtoko25.id
sample_spam_non_judol_0964,KatalogHemat,user0964@example.com,45000,QRIS,Saweria,🔥 Ｐａｋｅｔ ｂｅｌａｊａｒ ｂａｈａｓａ ｂｗｔ ｙａｎｇ ｍｉｎａｔ ｓａｊａ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ１５．ｉｄ 🙌,spam_non_judol,KatalogHemat 🔥 Ｐａｋｅｔ ｂｅｌａｊａｒ ｂａｈａｓａ ｂｗｔ ｙａｎｇ ｍｉｎａｔ ｓａｊａ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ１５．ｉｄ 🙌 kataloghemat paket belajar bahasa bwt yang minat saja https://contohtoko15.id
sample_spam_non_judol_0965,TokoAyu,user0965@example.com,47500,E-Wallet,DemoPay,wkwk follow ig gw ya bestie ygy haha https://contoh-toko23.id,spam_non_judol,TokoAyu wkwk follow ig gw ya bestie ygy haha https://contoh-toko23.id tokoayu wkwk follow ig gw ya bestie ygy haha https://contohtoko23.id
sample_spam_non_judol_0966,KatalogHemat,user0966@example.com,50000,Virtual Account,Kondomatur,Paket belajar bahasa harga mulai 10 ribu https://contoh-toko12.id,spam_non_judol,KatalogHemat Paket belajar bahasa harga mulai 10 ribu https://contoh-toko12.id kataloghemat paket belajar bahasa harga mulai 10 ribu https://contohtoko12.id
sample_spam_non_judol_0967,TokoAyu,user0967@example.com,52500,Transfer,Trakteer,ｈａｈａ ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｄｏｎｇ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ２１．ｉｄ,spam_non_judol,TokoAyu ｈａｈａ ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｄｏｎｇ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ２１．ｉｄ tokoayu haha follow ig gw ya bestie dong https://contohtoko21.id
sample_spam_non_judol_0968,KatalogHemat,user0968@example.com,55000,QRIS,Saweria,Diskon produk hari ini pakai kode hemat https://contoh-toko29.id,spam_non_judol,KatalogHemat Diskon produk hari ini pakai kode hemat https://contoh-toko29.id kataloghemat diskon produk hari ini pakai kode hemat https://contohtoko29.id
sample_spam_non_judol_0969,TokoAyu,user0969@example.com,57500,E-Wallet,DemoPay,๑۞๑ jual voucher game legal no tipu-tipu https://contoh-toko1.id ๑۞๑,spam_non_judol,TokoAyu ๑۞๑ jual voucher game legal no tipu-tipu https://contoh-toko1.id ๑۞๑ tokoayu 11 jual voucher game legal no tiputipu https://contohtoko1.id 11
sample_spam_non_judol_0970,TokoAyu,user0970@example.com,60000,Virtual Account,Kondomatur,xixi follow ig gw ya bestie cuy https://contoh-toko19.id,spam_non_judol,TokoAyu xixi follow ig gw ya bestie cuy https://contoh-toko19.id tokoayu xixi follow ig gw ya bestie cuy https://contohtoko19.id
sample_spam_non_judol_0971,KatalogHemat,user0971@example.com,62500,Transfer,Trakteer,Ｄｉｓｋｏｎ ｐｒｏｄｕｋ ｈａｒｉ ｉｎｉ ｌｉｎｋ ａｄａ ｄｉ ｂｉｏ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ２７．ｉｄ,spam_non_judol,KatalogHemat Ｄｉｓｋｏｎ ｐｒｏｄｕｋ ｈａｒｉ ｉｎｉ ｌｉｎｋ ａｄａ ｄｉ ｂｉｏ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ２７．ｉｄ kataloghemat diskon produk hari ini link ada di bio https://contohtoko27.id
sample_spam_non_judol_0972,TokoAyu,user0972@example.com,65000,QRIS,Saweria,wkwkwk follow ig gw ya bestie sih https://contoh-toko17.id,spam_non_judol,TokoAyu wkwkwk follow ig gw ya bestie sih https://contoh-toko17.id tokoayu wkwkwk follow ig gw ya bestie sih https://contohtoko17.id
sample_spam_non_judol_0973,TokoAyu,user0973@example.com,67500,E-Wallet,DemoPay,ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｙａｎｇ ｍｉｎａｔ ｄｍ ｎｉｈ ｈａｈａ,spam_non_judol,TokoAyu ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｙａｎｇ ｍｉｎａｔ ｄｍ ｎｉｈ ｈａｈａ tokoayu follow ig gw ya bestie yang minat dm nih haha
sample_spam_non_judol_0974,TokoAyu,user0974@example.com,70000,Virtual Account,Kondomatur,hehe follow ig gw ya bestie ngab https://contoh-toko15.id,spam_non_judol,TokoAyu hehe follow ig gw ya bestie ngab https://contoh-toko15.id tokoayu hehe follow ig gw ya bestie ngab https://contohtoko15.id
sample_spam_non_judol_0975,KatalogHemat,user0975@example.com,10000,Transfer,Trakteer,😺🐳 Diskon produk hari ini pakai kode hemat https://contoh-toko24.id 🐻🐼,spam_non_judol,KatalogHemat 😺🐳 Diskon produk hari ini pakai kode hemat https://contoh-toko24.id 🐻🐼 kataloghemat diskon produk hari ini pakai kode hemat https://contohtoko24.id
sample_spam_non_judol_0976,TokoAyu,user0976@example.com,12500,QRIS,Saweria,ｊｕａｌ ｖｏｕｃｈｅｒ ｇａｍｅ ｌｅｇａｌ ｎｏ ｔｉｐｕ－ｔｉｐｕ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ３３．ｉｄ,spam_non_judol,TokoAyu ｊｕａｌ ｖｏｕｃｈｅｒ ｇａｍｅ ｌｅｇａｌ ｎｏ ｔｉｐｕ－ｔｉｐｕ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ３３．ｉｄ tokoayu jual voucher game legal no tiputipu https://contohtoko33.id
sample_spam_non_judol_0977,TokoAyu,user0977@example.com,15000,E-Wallet,DemoPay,wkwk follow ig gw ya bestie deh haha https://contoh-toko13.id,spam_non_judol,TokoAyu wkwk follow ig gw ya bestie deh haha https://contoh-toko13.id tokoayu wkwk follow ig gw ya bestie deh haha https://contohtoko13.id
sample_spam_non_judol_0978,TokoAyu,user0978@example.com,17500,Virtual Account,Kondomatur,ｘｉｘｉ ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｙａ,spam_non_judol,TokoAyu ｘｉｘｉ ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｙａ tokoayu xixi follow ig gw ya bestie ya
sample_spam_non_judol_0979,KatalogHemat,user0979@example.com,20000,Transfer,Trakteer,Ｐａｋｅｔ ｂｅｌａｊａｒ ｂａｈａｓａ ｈａｒｇａ ｍｕｌａｉ １０ ｒｉｂｕ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ２．ｉｄ,spam_non_judol,KatalogHemat Ｐａｋｅｔ ｂｅｌａｊａｒ ｂａｈａｓａ ｈａｒｇａ ｍｕｌａｉ １０ ｒｉｂｕ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ２．ｉｄ kataloghemat paket belajar bahasa harga mulai 10 ribu https://contohtoko2.id
sample_spam_non_judol_0980,TokoAyu,user0980@example.com,22500,QRIS,Saweria,haha follow ig gw ya bestie bro https://contoh-toko11.id,spam_non_judol,TokoAyu haha follow ig gw ya bestie bro https://contoh-toko11.id tokoayu haha follow ig gw ya bestie bro https://contohtoko11.id
sample_spam_non_judol_0981,KatalogHemat,user0981@example.com,25000,E-Wallet,DemoPay,Paket belajar bahasa link ada di bio https://contoh-toko1.id,spam_non_judol,KatalogHemat Paket belajar bahasa link ada di bio https://contoh-toko1.id kataloghemat paket belajar bahasa link ada di bio https://contohtoko1.id
sample_spam_non_judol_0982,TokoAyu,user0982@example.com,27500,Virtual Account,Kondomatur,💙 follow ig gw ya bestie https://contoh-toko10.id 💙,spam_non_judol,TokoAyu 💙 follow ig gw ya bestie https://contoh-toko10.id 💙 tokoayu follow ig gw ya bestie https://contohtoko10.id
sample_spam_non_judol_0983,TokoAyu,user0983@example.com,30000,Transfer,Trakteer,xixi follow ig gw ya bestie lah https://contoh-toko9.id,spam_non_judol,TokoAyu xixi follow ig gw ya bestie lah https://contoh-toko9.id tokoayu xixi follow ig gw ya bestie lah https://contohtoko9.id
sample_spam_non_judol_0984,KatalogHemat,user0984@example.com,32500,QRIS,Saweria,Paket belajar bahasa garansi toko https://contoh-toko36.id,spam_non_judol,KatalogHemat Paket belajar bahasa garansi toko https://contoh-toko36.id kataloghemat paket belajar bahasa garansi toko https://contohtoko36.id
sample_spam_non_judol_0985,TokoAyu,user0985@example.com,35000,E-Wallet,DemoPay,ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ８．ｉｄ,spam_non_judol,TokoAyu ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ８．ｉｄ tokoayu follow ig gw ya bestie https://contohtoko8.id
sample_spam_non_judol_0986,TokoAyu,user0986@example.com,37500,Virtual Account,Kondomatur,wkwkwk follow ig gw ya bestie bestie https://contoh-toko7.id,spam_non_judol,TokoAyu wkwkwk follow ig gw ya bestie bestie https://contoh-toko7.id tokoayu wkwkwk follow ig gw ya bestie bestie https://contohtoko7.id
sample_spam_non_judol_0987,KatalogHemat,user0987@example.com,40000,Transfer,Trakteer,<<< Paket belajar bahasa link ada di bio https://contoh-toko33.id >>>,spam_non_judol,KatalogHemat <<< Paket belajar bahasa link ada di bio https://contoh-toko33.id >>> kataloghemat <<< paket belajar bahasa link ada di bio https://contohtoko33.id >>>
sample_spam_non_judol_0988,TokoAyu,user0988@example.com,42500,QRIS,Saweria,hehe follow ig gw ya bestie ya https://contoh-toko5.id,spam_non_judol,TokoAyu hehe follow ig gw ya bestie ya https://contoh-toko5.id tokoayu hehe follow ig gw ya bestie ya https://contohtoko5.id
sample_spam_non_judol_0989,KatalogHemat,user0989@example.com,45000,E-Wallet,DemoPay,Ｄｉｓｋｏｎ ｐｒｏｄｕｋ ｈａｒｉ ｉｎｉ ｐａｋａｉ ｋｏｄｅ ｈｅｍａｔ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ１４．ｉｄ,spam_non_judol,KatalogHemat Ｄｉｓｋｏｎ ｐｒｏｄｕｋ ｈａｒｉ ｉｎｉ ｐａｋａｉ ｋｏｄｅ ｈｅｍａｔ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ１４．ｉｄ kataloghemat diskon produk hari ini pakai kode hemat https://contohtoko14.id
sample_spam_non_judol_0990,TokoAyu,user0990@example.com,47500,Virtual Account,Kondomatur,ｗｋｗｋｗｋ ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｂｒｏ,spam_non_judol,TokoAyu ｗｋｗｋｗｋ ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｂｒｏ tokoayu wkwkwk follow ig gw ya bestie bro
sample_spam_non_judol_0991,TokoAyu,user0991@example.com,50000,Transfer,Trakteer,wkwk follow ig gw ya bestie nih haha https://contoh-toko3.id,spam_non_judol,TokoAyu wkwk follow ig gw ya bestie nih haha https://contoh-toko3.id tokoayu wkwk follow ig gw ya bestie nih haha https://contohtoko3.id
sample_spam_non_judol_0992,KatalogHemat,user0992@example.com,52500,QRIS,Saweria,Diskon produk hari ini bwt yang minat saja https://contoh-toko11.id,spam_non_judol,KatalogHemat Diskon produk hari ini bwt yang minat saja https://contoh-toko11.id kataloghemat diskon produk hari ini bwt yang minat saja https://contohtoko11.id
sample_spam_non_judol_0993,TokoAyu,user0993@example.com,55000,E-Wallet,DemoPay,ｊｕａｌ ｖｏｕｃｈｅｒ ｇａｍｅ ｌｅｇａｌ ｎｏ ｔｉｐｕ－ｔｉｐｕ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ２０．ｉｄ,spam_non_judol,TokoAyu ｊｕａｌ ｖｏｕｃｈｅｒ ｇａｍｅ ｌｅｇａｌ ｎｏ ｔｉｐｕ－ｔｉｐｕ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ２０．ｉｄ tokoayu jual voucher game legal no tiputipu https://contohtoko20.id
sample_spam_non_judol_0994,TokoAyu,user0994@example.com,57500,Virtual Account,Kondomatur,haha follow ig gw ya bestie ygy https://contoh-toko1.id,spam_non_judol,TokoAyu haha follow ig gw ya bestie ygy https://contoh-toko1.id tokoayu haha follow ig gw ya bestie ygy https://contohtoko1.id
sample_spam_non_judol_0995,TokoAyu,user0995@example.com,60000,Transfer,Trakteer,ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｇｒａｔｉｓ ｏｎｇｋｉｒ ｎｉｈ ｄｅｈ ｈａｈａ,spam_non_judol,TokoAyu ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｇｒａｔｉｓ ｏｎｇｋｉｒ ｎｉｈ ｄｅｈ ｈａｈａ tokoayu follow ig gw ya bestie gratis ongkir nih deh haha
sample_spam_non_judol_0996,KatalogHemat,user0996@example.com,62500,QRIS,Saweria,Diskon produk hari ini garansi toko https://contoh-toko10.id,spam_non_judol,KatalogHemat Diskon produk hari ini garansi toko https://contoh-toko10.id kataloghemat diskon produk hari ini garansi toko https://contohtoko10.id
sample_spam_non_judol_0997,TokoAyu,user0997@example.com,65000,E-Wallet,DemoPay,✨ jual voucher game legal no tipu-tipu https://contoh-toko19.id ✨,spam_non_judol,TokoAyu ✨ jual voucher game legal no tipu-tipu https://contoh-toko19.id ✨ tokoayu jual voucher game legal no tiputipu https://contohtoko19.id
sample_spam_non_judol_0998,TokoAyu,user0998@example.com,67500,Virtual Account,Kondomatur,xixi follow ig gw ya bestie dong https://contoh-toko36.id,spam_non_judol,TokoAyu xixi follow ig gw ya bestie dong https://contoh-toko36.id tokoayu xixi follow ig gw ya bestie dong https://contohtoko36.id
sample_spam_non_judol_0999,KatalogHemat,user0999@example.com,70000,Transfer,Trakteer,Ｐａｋｅｔ ｂｅｌａｊａｒ ｂａｈａｓａ ｇａｒａｎｓｉ ｔｏｋｏ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ２６．ｉｄ,spam_non_judol,KatalogHemat Ｐａｋｅｔ ｂｅｌａｊａｒ ｂａｈａｓａ ｇａｒａｎｓｉ ｔｏｋｏ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ２６．ｉｄ kataloghemat paket belajar bahasa garansi toko https://contohtoko26.id
sample_spam_non_judol_1000,TokoAyu,user1000@example.com,10000,QRIS,Saweria,wkwkwk follow ig gw ya bestie cuy https://contoh-toko34.id,spam_non_judol,TokoAyu wkwkwk follow ig gw ya bestie cuy https://contoh-toko34.id tokoayu wkwkwk follow ig gw ya bestie cuy https://contohtoko34.id
sample_spam_non_judol_1001,KatalogHemat,user1001@example.com,12500,E-Wallet,DemoPay,<<< Ｐａｋｅｔ ｂｅｌａｊａｒ ｂａｈａｓａ ｈａｒｇａ ｍｕｌａｉ １０ ｒｉｂｕ >>>,spam_non_judol,KatalogHemat <<< Ｐａｋｅｔ ｂｅｌａｊａｒ ｂａｈａｓａ ｈａｒｇａ ｍｕｌａｉ １０ ｒｉｂｕ >>> kataloghemat <<< paket belajar bahasa harga mulai 10 ribu >>>
sample_spam_non_judol_1002,KatalogHemat,user1002@example.com,15000,Virtual Account,Kondomatur,[Diskon produk hari ini garansi toko https://contoh-toko5.id],spam_non_judol,KatalogHemat [Diskon produk hari ini garansi toko https://contoh-toko5.id] kataloghemat [diskon produk hari ini garansi toko https://contohtoko5.id]
sample_spam_non_judol_1003,KatalogHemat,user1003@example.com,17500,Transfer,Trakteer,Paket belajar bahasa link ada di bio https://contoh-toko23.id,spam_non_judol,KatalogHemat Paket belajar bahasa link ada di bio https://contoh-toko23.id kataloghemat paket belajar bahasa link ada di bio https://contohtoko23.id
sample_spam_non_judol_1004,TokoAyu,user1004@example.com,20000,QRIS,Saweria,ｈｅｈｅ ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｓｉｈ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ３２．ｉｄ,spam_non_judol,TokoAyu ｈｅｈｅ ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｓｉｈ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ３２．ｉｄ tokoayu hehe follow ig gw ya bestie sih https://contohtoko32.id
sample_spam_non_judol_1005,TokoAyu,user1005@example.com,22500,E-Wallet,DemoPay,wkwk follow ig gw ya bestie ngab haha https://contoh-toko30.id,spam_non_judol,TokoAyu wkwk follow ig gw ya bestie ngab haha https://contoh-toko30.id tokoayu wkwk follow ig gw ya bestie ngab haha https://contohtoko30.id
sample_spam_non_judol_1006,KatalogHemat,user1006@example.com,25000,Virtual Account,Kondomatur,Ｄｉｓｋｏｎ ｐｒｏｄｕｋ ｈａｒｉ ｉｎｉ ｂｗｔ ｙａｎｇ ｍｉｎａｔ ｓａｊａ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ１．ｉｄ,spam_non_judol,KatalogHemat Ｄｉｓｋｏｎ ｐｒｏｄｕｋ ｈａｒｉ ｉｎｉ ｂｗｔ ｙａｎｇ ｍｉｎａｔ ｓａｊａ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ１．ｉｄ kataloghemat diskon produk hari ini bwt yang minat saja https://contohtoko1.id
sample_spam_non_judol_1007,KatalogHemat,user1007@example.com,27500,Transfer,Trakteer,Paket belajar bahasa harga mulai 10 ribu https://contoh-toko19.id,spam_non_judol,KatalogHemat Paket belajar bahasa harga mulai 10 ribu https://contoh-toko19.id kataloghemat paket belajar bahasa harga mulai 10 ribu https://contohtoko19.id
sample_spam_non_judol_1008,TokoAyu,user1008@example.com,30000,QRIS,Saweria,haha follow ig gw ya bestie deh https://contoh-toko28.id,spam_non_judol,TokoAyu haha follow ig gw ya bestie deh https://contoh-toko28.id tokoayu haha follow ig gw ya bestie deh https://contohtoko28.id
sample_spam_non_judol_1009,TokoAyu,user1009@example.com,32500,E-Wallet,DemoPay,xixi follow ig gw ya bestie bro https://contoh-toko26.id,spam_non_judol,TokoAyu xixi follow ig gw ya bestie bro https://contoh-toko26.id tokoayu xixi follow ig gw ya bestie bro https://contohtoko26.id
sample_spam_non_judol_1010,KatalogHemat,user1010@example.com,35000,Virtual Account,Kondomatur,Diskon produk hari ini harga mulai 10 ribu https://contoh-toko35.id,spam_non_judol,KatalogHemat Diskon produk hari ini harga mulai 10 ribu https://contoh-toko35.id kataloghemat diskon produk hari ini harga mulai 10 ribu https://contohtoko35.id
sample_spam_non_judol_1011,TokoAyu,user1011@example.com,37500,Transfer,Trakteer,ｊｕａｌ ｖｏｕｃｈｅｒ ｇａｍｅ ｌｅｇａｌ ｎｏ ｔｉｐｕ－ｔｉｐｕ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ７．ｉｄ,spam_non_judol,TokoAyu ｊｕａｌ ｖｏｕｃｈｅｒ ｇａｍｅ ｌｅｇａｌ ｎｏ ｔｉｐｕ－ｔｉｐｕ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ７．ｉｄ tokoayu jual voucher game legal no tiputipu https://contohtoko7.id
sample_spam_non_judol_1012,TokoAyu,user1012@example.com,40000,QRIS,Saweria,wkwkwk follow ig gw ya bestie lah https://contoh-toko24.id,spam_non_judol,TokoAyu wkwkwk follow ig gw ya bestie lah https://contoh-toko24.id tokoayu wkwkwk follow ig gw ya bestie lah https://contohtoko24.id
sample_spam_non_judol_1013,TokoAyu,user1013@example.com,42500,E-Wallet,DemoPay,ｗｋｗｋ ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｙｇｙ ｈａｈａ,spam_non_judol,TokoAyu ｗｋｗｋ ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｙｇｙ ｈａｈａ tokoayu wkwk follow ig gw ya bestie ygy haha
sample_spam_non_judol_1014,KatalogHemat,user1014@example.com,45000,Virtual Account,Kondomatur,🔥 Paket belajar bahasa harga mulai 10 ribu https://contoh-toko14.id 🙌,spam_non_judol,KatalogHemat 🔥 Paket belajar bahasa harga mulai 10 ribu https://contoh-toko14.id 🙌 kataloghemat paket belajar bahasa harga mulai 10 ribu https://contohtoko14.id
sample_spam_non_judol_1015,KatalogHemat,user1015@example.com,47500,Transfer,Trakteer,Ｐａｋｅｔ ｂｅｌａｊａｒ ｂａｈａｓａ ｌｉｎｋ ａｄａ ｄｉ ｂｉｏ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ１３．ｉｄ,spam_non_judol,KatalogHemat Ｐａｋｅｔ ｂｅｌａｊａｒ ｂａｈａｓａ ｌｉｎｋ ａｄａ ｄｉ ｂｉｏ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ１３．ｉｄ kataloghemat paket belajar bahasa link ada di bio https://contohtoko13.id
sample_spam_non_judol_1016,TokoAyu,user1016@example.com,50000,QRIS,Saweria,hehe follow ig gw ya bestie bestie https://contoh-toko22.id,spam_non_judol,TokoAyu hehe follow ig gw ya bestie bestie https://contoh-toko22.id tokoayu hehe follow ig gw ya bestie bestie https://contohtoko22.id
sample_spam_non_judol_1017,TokoAyu,user1017@example.com,52500,E-Wallet,DemoPay,wkwk follow ig gw ya bestie ya haha https://contoh-toko20.id,spam_non_judol,TokoAyu wkwk follow ig gw ya bestie ya haha https://contoh-toko20.id tokoayu wkwk follow ig gw ya bestie ya haha https://contohtoko20.id
sample_spam_non_judol_1018,KatalogHemat,user1018@example.com,55000,Virtual Account,Kondomatur,Paket belajar bahasa pakai kode hemat https://contoh-toko10.id,spam_non_judol,KatalogHemat Paket belajar bahasa pakai kode hemat https://contoh-toko10.id kataloghemat paket belajar bahasa pakai kode hemat https://contohtoko10.id
sample_spam_non_judol_1019,TokoAyu,user1019@example.com,57500,Transfer,Trakteer,ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ１９．ｉｄ,spam_non_judol,TokoAyu ｆｏｌｌｏｗ ｉｇ ｇｗ ｙａ ｂｅｓｔｉｅ ｈｔｔｐｓ：／／ｃｏｎｔｏｈ－ｔｏｋｏ１９．ｉｄ tokoayu follow ig gw ya bestie https://contohtoko19.id
sample_spam_non_judol_1020,KatalogHemat,user1020@example.com,60000,QRIS,Saweria,Diskon produk hari ini bwt yang minat saja https://contoh-toko28.id,spam_non_judol,KatalogHemat Diskon produk hari ini bwt yang minat saja https://contoh-toko28.id kataloghemat diskon produk hari ini bwt yang minat saja https://contohtoko28.id
sample_spam_non_judol_1021,TokoAyu,user1021@example.com,62500,E-Wallet,DemoPay,๑۞๑ jual voucher game legal no tipu-tipu https://contoh-toko0.id ๑۞๑,spam_non_judol,TokoAyu ๑۞๑ jual voucher game legal no tipu-tipu https://contoh-toko0.id ๑۞๑ tokoayu 11 jual voucher game legal no tiputipu https://contohtoko0.id 11
sample_spam_non_judol_1022,TokoAyu,user1022@example.com,65000,Virtual Account,Kondomatur,haha follow ig gw ya bestie nih https://contoh-toko18.id,spam_non_judol,TokoAyu haha follow ig gw ya bestie nih https://contoh-toko18.id tokoayu haha follow ig gw ya bestie nih https://contohtoko18.id
sample_spam_non_judol_1023,TokoAyu,user1023@example.com,67500,Transfer,Trakteer,xixi follow ig gw ya bestie ygy https://contoh-toko16.id,spam_non_judol,TokoAyu xixi follow ig gw ya bestie ygy https://contoh-toko16.id tokoayu xixi follow ig gw ya bestie ygy https://contohtoko16.id
